Shelter,Animal ID#,Intake Date,Intake Type,Intake Condition,Animal Type,Group,Breed 1,Breed 2
E VALLEY,A1213633,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213675,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213677,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213680,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213689,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213690,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213692,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213697,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213699,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213701,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213728,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213729,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213732,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213763,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213809,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213820,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1164378,1/18/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1165997,5/13/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1169997,3/22/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1172293,1/12/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213863,5/17/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213868,5/17/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213914,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214012,5/17/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1214350,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214355,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214508,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC SH
E VALLEY,A1214526,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214556,5/19/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214608,5/19/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC SH
E VALLEY,A1214648,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214697,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214765,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1161810,7/25/11,POS OWNER,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1161810,1/19/11,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1163716,2/3/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215020,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,ABYSSINIAN,
E VALLEY,A1215029,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,ABYSSINIAN,MIX
E VALLEY,A1215058,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215133,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215153,5/20/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215173,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215178,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215190,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215234,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215235,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215240,5/21/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214051,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214065,5/18/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1214098,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214101,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214162,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214172,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214172,6/27/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214185,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214221,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214335,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214337,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214345,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214436,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1164729,1/30/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214520,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC MH
E VALLEY,A1214640,5/19/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,MAINE COON,
E VALLEY,A1214646,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214656,5/19/11,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1214707,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214764,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214836,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214855,5/20/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214860,2/25/12,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214860,5/20/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214878,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1172803,1/17/11,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1172045,2/24/11,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1211780,5/10/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212059,5/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1179162,1/2/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1179237,1/3/11,OWNER SUR,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212437,5/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212522,5/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212541,5/12/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212708,5/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212843,5/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1212849,5/13/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212221,5/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212222,5/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212296,5/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212445,5/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212501,5/12/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215343,5/21/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215395,5/21/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215427,5/21/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215464,5/21/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215542,5/22/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215544,5/22/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215596,5/22/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212840,5/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1212842,5/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1212851,5/13/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212852,5/13/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212927,5/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212955,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212988,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1212989,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1213041,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1213042,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213043,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213084,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,SNOWSHOE,
E VALLEY,A1213089,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213114,5/14/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213159,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213160,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213161,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213180,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212853,5/13/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212854,5/13/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212869,5/13/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1212930,11/6/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212930,5/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212963,5/14/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1212964,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212965,5/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1212979,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1212994,5/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213036,5/14/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1213202,5/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213240,5/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213241,5/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213271,5/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213274,5/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213279,8/10/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213279,5/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213379,5/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213403,5/15/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1213404,5/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213390,5/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213482,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213544,5/16/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1213580,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC SH
E VALLEY,A1213635,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213679,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213765,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213796,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1213822,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213823,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213824,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213831,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213886,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1213938,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214015,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214016,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214052,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1215672,5/22/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1215674,5/22/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1215679,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215680,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215682,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215691,5/23/11,STRAY,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215764,5/23/11,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215775,5/23/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215785,5/23/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215803,5/23/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1215816,5/23/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215831,5/23/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215843,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC SH
E VALLEY,A1215846,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC SH
E VALLEY,A1215857,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215869,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215874,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215876,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215903,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215905,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215907,5/23/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214175,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214177,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1214222,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214261,5/18/11,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214311,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214313,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214348,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214349,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214432,5/18/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214522,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214524,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1179665,1/4/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1179665,2/13/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214769,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214802,5/19/11,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214853,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214884,5/20/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1215037,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,ABYSSINIAN,
E VALLEY,A1215044,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215080,5/20/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215081,5/20/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213521,5/16/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213545,5/16/11,STRAY,LITTER,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1213594,5/16/11,STRAY,LITTER,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1213671,5/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213731,5/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213740,5/16/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1213752,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213807,5/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213843,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213846,5/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1213855,5/17/11,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1215135,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215137,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215170,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215175,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215176,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215177,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1161407,3/21/11,PERS PROP,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1164871,2/2/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,SIAMESE,MIX
E VALLEY,A1168000,2/15/11,POS OWNER,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1179818,1/5/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1179821,1/5/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215955,5/23/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1215972,5/23/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214186,5/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214224,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214225,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214308,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214347,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214416,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214417,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214418,5/18/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216005,5/24/11,STRAY,LITTER,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1216008,5/24/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216036,5/24/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1216123,5/24/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216173,5/24/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1216175,5/24/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1216312,5/24/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216345,5/24/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216379,5/24/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216484,5/25/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216533,5/25/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,DOMESTIC MH
E VALLEY,A1216541,5/25/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216567,5/25/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1216703,5/26/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1174402,6/4/12,POS OWNER,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1180444,1/7/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1180532,1/7/11,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1180561,1/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1180636,1/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1180783,1/9/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214645,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214692,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214693,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214695,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214706,5/19/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,DOMESTIC LH
E VALLEY,A1214763,5/19/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214858,5/20/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1214864,5/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
